Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
wall-watch,,,,,,,,xs,,blue,,glass,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,ml,,red,,partex,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,ml,,red,,wood,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,ml,,red,,glass,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,ml,,greeen,,partex,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,ml,,greeen,,wood,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,ml,,greeen,,glass,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,ml,,white,,partex,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,ml,,white,,wood,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,ml,,white,,glass,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,ml,,yellow,,partex,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,ml,,yellow,,wood,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,ml,,yellow,,glass,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,ml,,blue,,partex,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,ml,,blue,,wood,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,ml,,blue,,glass,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,X,,red,,partex,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,X,,red,,wood,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,X,,red,,glass,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,X,,greeen,,partex,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,X,,greeen,,wood,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,X,,greeen,,glass,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,X,,white,,partex,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,X,,white,,wood,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,X,,white,,glass,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,X,,yellow,,partex,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,X,,yellow,,wood,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,X,,yellow,,glass,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,X,,blue,,partex,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,X,,blue,,wood,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,X,,blue,,glass,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,L,,red,,partex,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,L,,red,,wood,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,L,,red,,glass,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,L,,greeen,,partex,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,L,,greeen,,wood,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,L,,greeen,,glass,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,L,,white,,partex,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,L,,white,,wood,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,L,,white,,glass,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,L,,yellow,,partex,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,L,,yellow,,wood,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,L,,yellow,,glass,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,L,,blue,,partex,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,L,,blue,,wood,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,L,,blue,,glass,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,M,,red,,partex,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,M,,red,,wood,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,M,,red,,glass,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,M,,greeen,,partex,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,M,,greeen,,wood,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,M,,greeen,,glass,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,M,,white,,partex,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,M,,white,,wood,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,M,,white,,glass,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,M,,yellow,,partex,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,M,,yellow,,wood,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,M,,yellow,,glass,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,M,,blue,,partex,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,M,,blue,,wood,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
wall-watch,,,,,,,,M,,blue,,glass,"",0,shopify,10,deny,manual,100.00,120.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
computer-headphone,Computer headphone,"<p>[new_products]300[/new_products]</p>
<p>It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution.</p>
[short_description]
<p>It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution.</p>
[/short_description] [product_description]
<p>Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of the more obscure Latin words, consectetur, from a Lorem Ipsum passage, and going through the cites of the word in classical literature, discovered the undoubtable source. Lorem Ipsum comes from sections 1.10.32 and 1.10.33 of ""de Finibus Bonorum et Malorum"" (The Extremes of Good and Evil) by Cicero, written in 45 BC. This book is a treatise on the theory of ethics, very popular during the Renaissance. The first line of Lorem Ipsum, ""Lorem ipsum dolor sit amet.."", comes from a line in section 1.10.32.</p>
<p>The standard chunk of Lorem Ipsum used since the 1500s is reproduced below for those interested. Sections 1.10.32 and 1.10.33 from ""de Finibus Bonorum et Malorum"" by Cicero are also reproduced in their exact original form, accompanied by English versions from the 1914 translation by H. Rackham.</p>
[/product_description]",hatil,table-lamp,"",true,Title,Default Title,,,,,"",0,,1,deny,manual,50.00,,true,true,"",https://cdn.shopify.com/s/files/1/2300/9895/products/25_d6b69c8c-3c6a-40e4-a3ab-6c4eb0e1e46a.jpg?v=1505735179,1,,false,,,,,,,,,,,,,,,,,kg,
computer-headphone,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2300/9895/products/26_9695e624-d3bd-452e-8d9e-d5784b6a4f37.jpg?v=1505735180,2,,,,,,,,,,,,,,,,,,,,
computer-headphone,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2300/9895/products/27_746a33d6-e26a-4a9c-a483-80deb1e90a79.jpg?v=1505735181,3,,,,,,,,,,,,,,,,,,,,
computer-headphone,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2300/9895/products/28_4a76e171-080a-44fb-90ca-3edc45eecb52.jpg?v=1505735182,4,,,,,,,,,,,,,,,,,,,,
computer-headphone,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2300/9895/products/29_44f2d1e6-8dae-405b-a839-06c95f2a3ee0.jpg?v=1505735183,5,,,,,,,,,,,,,,,,,,,,
computer-headphone,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2300/9895/products/30.jpg?v=1505735185,6,,,,,,,,,,,,,,,,,,,,
tails-batna,Tails batna,"<p>There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable.</p>
[short_description]
<p>There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable.</p>
[/short_description] [product_description]
<p>Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of the more obscure Latin words, consectetur, from a Lorem Ipsum passage, and going through the cites of the word in classical literature, discovered the undoubtable source. Lorem Ipsum comes from sections 1.10.32 and 1.10.33 of ""de Finibus Bonorum et Malorum"" (The Extremes of Good and Evil) by Cicero, written in 45 BC. This book is a treatise on the theory of ethics, very popular during the Renaissance. The first line of Lorem Ipsum, ""Lorem ipsum dolor sit amet.."", comes from a line in section 1.10.32.</p>
<p>The standard chunk of Lorem Ipsum used since the 1500s is reproduced below for those interested. Sections 1.10.32 and 1.10.33 from ""de Finibus Bonorum et Malorum"" by Cicero are also reproduced in their exact original form, accompanied by English versions from the 1914 translation by H. Rackham.</p>
[/product_description]",otobi,chair,"glass, magenta, ml, orange, partex, pink, purple, violet, wood, xl, xs",true,Size,xl,Color,magenta,Material,partex,"",0,shopify,11,deny,manual,80.00,100.00,true,true,"",https://cdn.shopify.com/s/files/1/2300/9895/products/24_31bcf067-b291-4710-8f3b-9c65740d775d.jpg?v=1505735105,1,,false,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xl,,magenta,,wood,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",https://cdn.shopify.com/s/files/1/2300/9895/products/25_d12c3532-f6d5-48dc-be26-0f9b38380109.jpg?v=1505735106,2,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xl,,magenta,,glass,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",https://cdn.shopify.com/s/files/1/2300/9895/products/26_5844a7e6-fea3-482e-a85b-400134e74afa.jpg?v=1505735107,3,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xl,,orange,,partex,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",https://cdn.shopify.com/s/files/1/2300/9895/products/27_85a40cd4-e2e9-452c-8ca8-9976a3f2b194.jpg?v=1505735107,4,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xl,,orange,,wood,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",https://cdn.shopify.com/s/files/1/2300/9895/products/28.jpg?v=1505735108,5,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xl,,orange,,glass,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",https://cdn.shopify.com/s/files/1/2300/9895/products/29.jpg?v=1505735109,6,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xl,,purple,,partex,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xl,,purple,,wood,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xl,,purple,,glass,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xl,,pink,,partex,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xl,,pink,,wood,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xl,,pink,,glass,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xl,,violet,,partex,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xl,,violet,,wood,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xl,,violet,,glass,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,ml,,magenta,,partex,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,ml,,magenta,,wood,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,ml,,magenta,,glass,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,ml,,orange,,partex,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,ml,,orange,,wood,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,ml,,orange,,glass,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,ml,,purple,,partex,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,ml,,purple,,wood,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,ml,,purple,,glass,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,ml,,pink,,partex,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,ml,,pink,,wood,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,ml,,pink,,glass,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,ml,,violet,,partex,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,ml,,violet,,wood,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,ml,,violet,,glass,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xs,,magenta,,partex,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xs,,magenta,,wood,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xs,,magenta,,glass,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xs,,orange,,partex,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xs,,orange,,wood,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xs,,orange,,glass,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xs,,purple,,partex,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xs,,purple,,wood,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xs,,purple,,glass,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xs,,pink,,partex,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xs,,pink,,wood,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xs,,pink,,glass,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xs,,violet,,partex,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xs,,violet,,wood,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
tails-batna,,,,,,,,xs,,violet,,glass,"",0,shopify,12,deny,manual,80.00,100.00,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
black-shine-watch,Black shine watch,"<p>[new_products]300[/new_products]</p>
<p>Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia,</p>
[short_description]
<p>Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia,</p>
[/short_description] [product_description]
<p>Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of the more obscure Latin words, consectetur, from a Lorem Ipsum passage, and going through the cites of the word in classical literature, discovered the undoubtable source. Lorem Ipsum comes from sections 1.10.32 and 1.10.33 of ""de Finibus Bonorum et Malorum"" (The Extremes of Good and Evil) by Cicero, written in 45 BC. This book is a treatise on the theory of ethics, very popular during the Renaissance. The first line of Lorem Ipsum, ""Lorem ipsum dolor sit amet.."", comes from a line in section 1.10.32.</p>
<p>The standard chunk of Lorem Ipsum used since the 1500s is reproduced below for those interested. Sections 1.10.32 and 1.10.33 from ""de Finibus Bonorum et Malorum"" by Cicero are also reproduced in their exact original form, accompanied by English versions from the 1914 translation by H. Rackham.</p>
[/product_description]",brothers,box,"",true,Title,Default Title,,,,,"",0,,-1,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/2300/9895/products/23_8e8d59a6-adad-4e65-b528-8ff2517e47bb.jpg?v=1505734974,1,,false,,,,,,,,,,,,,,,,,kg,
black-shine-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2300/9895/products/24_527ab3e7-43c7-409b-ac80-1121fb4939b7.jpg?v=1505734975,2,,,,,,,,,,,,,,,,,,,,
black-shine-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2300/9895/products/25_33bb0830-acf5-4d07-8bb9-0ce5d69bfc59.jpg?v=1505734975,3,,,,,,,,,,,,,,,,,,,,
black-shine-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2300/9895/products/26_32ac4e6f-3bab-4b82-8295-9a04ef9b3f69.jpg?v=1505734976,4,,,,,,,,,,,,,,,,,,,,
black-shine-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2300/9895/products/27_e86b0842-b44b-4aa1-b899-4d715f27e73b.jpg?v=1505734977,5,,,,,,,,,,,,,,,,,,,,
black-digital-watch,Black digital watch,"<p>[new_products]300[/new_products]</p>
<p>It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution.</p>
[short_description]
<p>It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution.</p>
[/short_description] [product_description]
<p>Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of the more obscure Latin words, consectetur, from a Lorem Ipsum passage, and going through the cites of the word in classical literature, discovered the undoubtable source. Lorem Ipsum comes from sections 1.10.32 and 1.10.33 of ""de Finibus Bonorum et Malorum"" (The Extremes of Good and Evil) by Cicero, written in 45 BC. This book is a treatise on the theory of ethics, very popular during the Renaissance. The first line of Lorem Ipsum, ""Lorem ipsum dolor sit amet.."", comes from a line in section 1.10.32.</p>
<p>The standard chunk of Lorem Ipsum used since the 1500s is reproduced below for those interested. Sections 1.10.32 and 1.10.33 from ""de Finibus Bonorum et Malorum"" by Cicero are also reproduced in their exact original form, accompanied by English versions from the 1914 translation by H. Rackham.</p>
[/product_description]",hatil,table-lamp,"",true,Title,Default Title,,,,,"",0,,1,deny,manual,50.00,,true,true,"",https://cdn.shopify.com/s/files/1/2300/9895/products/19_23fa6f2c-04d4-4c97-a102-80171c95556c.jpg?v=1505728843,1,,false,,,,,,,,,,,,,,,,,kg,
black-digital-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2300/9895/products/20_34583d13-3f54-4661-8003-92c37dfd55b7.jpg?v=1505728845,2,,,,,,,,,,,,,,,,,,,,
black-digital-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2300/9895/products/21_78b2d9cd-aac0-465b-9ddd-d7ac0687ccfe.jpg?v=1505728846,3,,,,,,,,,,,,,,,,,,,,
black-digital-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2300/9895/products/22_af98656c-a146-4fc1-93cc-da792fd7fe39.jpg?v=1505728847,4,,,,,,,,,,,,,,,,,,,,
black-digital-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2300/9895/products/23_10d63d83-ab0e-4480-9652-a54fa93af501.jpg?v=1505728848,5,,,,,,,,,,,,,,,,,,,,
